denoiser,problem,algorithm,schedule,rho,step,red_input_sigma,lambda,mean_final_psnr,mean_gap_psnr,fail_rate,n
wavelet,inpaint,pnp_hqs,fixed15p0,0.2,0.5,0.0,0.15,22.8366357557309,13.46122274589876,0.0,40
wavelet,inpaint,pnp_hqs,fixed15p0,0.4,0.5,0.0,0.15,22.453254752618086,13.07784174278595,0.0,40
wavelet,inpaint,pnp_hqs,fixed15p0,0.8,0.5,0.0,0.15,21.947295033276614,12.571882023444477,0.0,40
wavelet,inpaint,pnp_hqs,fixed15p0,1.6,0.5,0.0,0.15,21.525752767329372,12.150339757497237,0.0,40
wavelet,inpaint,pnp_hqs,fixed20p0,0.1,0.5,0.0,0.15,21.688724811950344,12.313311802118209,0.0,40
wavelet,inpaint,pnp_hqs,fixed20p0,0.2,0.5,0.0,0.15,21.592682105065773,12.217269095233636,0.0,40
wavelet,inpaint,pnp_hqs,fixed20p0,0.4,0.5,0.0,0.15,21.510437117991764,12.135024108159625,0.0,40
wavelet,inpaint,pnp_hqs,fixed20p0,0.8,0.5,0.0,0.15,21.396695580592645,12.021282570760507,0.0,40
wavelet,inpaint,pnp_hqs,fixed20p0,1.6,0.5,0.0,0.15,21.05009738800126,11.674684378169122,0.0,40
wavelet,inpaint,pnp_hqs,fixed25p0,0.1,0.5,0.0,0.15,21.408783644670013,12.033370634837874,0.0,40
wavelet,inpaint,pnp_hqs,fixed25p0,0.2,0.5,0.0,0.15,21.3574454030059,11.982032393173764,0.0,40
wavelet,inpaint,pnp_hqs,fixed25p0,0.4,0.5,0.0,0.15,21.14250246847487,11.767089458642733,0.0,40
wavelet,inpaint,pnp_hqs,fixed25p0,0.8,0.5,0.0,0.15,20.76483360781051,11.38942059797837,0.0,40
wavelet,inpaint,pnp_hqs,fixed25p0,1.6,0.5,0.0,0.15,20.317171600021226,10.941758590189085,0.0,40
wavelet,inpaint,pnp_hqs,fixed30p0,0.1,0.5,0.0,0.15,20.886045696435502,11.510632686603364,0.0,40
wavelet,inpaint,pnp_hqs,fixed30p0,0.2,0.5,0.0,0.15,20.73720335993431,11.361790350102172,0.0,40
wavelet,inpaint,pnp_hqs,fixed30p0,0.4,0.5,0.0,0.15,20.533884828225077,11.158471818392936,0.0,40
wavelet,inpaint,pnp_hqs,fixed30p0,0.8,0.5,0.0,0.15,20.19988763217271,10.824474622340576,0.0,40
wavelet,inpaint,pnp_hqs,fixed30p0,1.6,0.5,0.0,0.15,19.80928020301102,10.43386719317888,0.0,40
wavelet,inpaint,pnp_hqs,linear25p0_to_10p0,0.1,0.5,0.0,0.15,23.654500599953888,14.279087590121753,0.0,40
wavelet,inpaint,pnp_hqs,linear25p0_to_10p0,0.2,0.5,0.0,0.15,23.27079067514098,13.895377665308843,0.0,40
