dataset,input_pose,problem,algorithm,denoiser,train_sigma,schedule,rho,step,red_input_sigma,lambda,mode,base_group_size,num_iter,mean_final_psnr,mean_degraded_psnr,mean_final_se,mean_degraded_se,fail_rate,mean_gap_psnr,n,final_psnr_from_mean_se,degraded_psnr_from_mean_se
val_images,rot45_padded,inpaint,red_gd,tv,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,vanilla,0,20,19.301904841401473,15.447961538512782,0.015367566138219473,0.03454611518060997,0.0,3.8539433028886902,10,18.133949091066036,14.616007833254907
val_images,rot45_padded,inpaint,red_gd,tv,15.0,fixed5p0,0.8,3.921568627450981,1.4142135623730951,0.01,vanilla,0,20,17.401867582387837,15.447961538512782,0.02299956999521139,0.03454611518060997,0.0,1.9539060438750533,10,16.382802835673036,14.616007833254907
val_images,rot45_padded,inpaint,red_gd,tv,15.0,fixed5p0,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,0,20,16.42687126762428,15.447961538512782,0.028195410236862718,0.03454611518060997,0.0,0.9789097291114949,10,15.498215821428518,14.616007833254907
val_images,rot45_padded,inpaint,red_gd,wavelet,15.0,fixed3p25,0.8,3.8461538461538467,1.4142135623730951,0.02,vanilla,0,20,15.486109056250138,15.447961538512782,0.03432859397065232,0.03454611518060997,0.0,0.03814751773735381,10,14.643439840281392,14.616007833254907
val_images,rot45_padded,inpaint,red_gd,wavelet,15.0,fixed3p25,0.8,3.921568627450981,1.4142135623730951,0.01,vanilla,0,20,15.467468628210435,15.447961538512782,0.0344347149719399,0.03454611518060997,0.0,0.01950708969765209,10,14.630035074696004,14.616007833254907
val_images,rot45_padded,inpaint,red_gd,wavelet,15.0,fixed3p25,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,0,20,15.457833721983459,15.447961538512782,0.034489704537961005,0.03454611518060997,0.0,0.009872183470676888,10,14.623105260757168,14.616007833254907
val_images,rot45_padded,inpaint,red_gd,wavelet,15.0,fixed4p1,0.8,3.8461538461538467,1.4142135623730951,0.02,vanilla,0,20,15.509064815659977,15.447961538512782,0.03419911755184307,0.03454611518060997,0.0,0.06110327714719439,10,14.65985100005547,14.616007833254907
val_images,rot45_padded,inpaint,red_gd,wavelet,15.0,fixed4p1,0.8,3.921568627450981,1.4142135623730951,0.01,vanilla,0,20,15.479178193374782,15.447961538512782,0.0343682892111624,0.03454611518060997,0.0,0.03121665486199774,10,14.638420856877323,14.616007833254907
val_images,rot45_padded,inpaint,red_gd,wavelet,15.0,fixed4p1,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,0,20,15.463759612587335,15.447961538512782,0.034456002921084194,0.03454611518060997,0.0,0.01579807407455185,10,14.627351044271752,14.616007833254907
val_images,rot45_padded,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,vanilla,0,20,15.53985316072675,15.447961538512782,0.034027426525574424,0.03454611518060997,0.0,0.09189162221396732,10,14.68170895100627,14.616007833254907
