dataset,eval_mask,input_pose,input_rotate_expand,problem,algorithm,denoiser,train_sigma,schedule,rho,step,red_input_sigma,lambda,mode,base_group_size,num_iter,mean_final_psnr,mean_degraded_psnr,mean_final_ssim,mean_degraded_ssim,mean_final_se,mean_degraded_se,fail_rate,mean_gap_psnr,mean_gap_ssim,n,final_psnr_from_mean_se,degraded_psnr_from_mean_se
val_images_circle,circle,rot45_padded,False,inpaint,red_gd,wavelet,15.0,fixed3p25,0.8,3.921568627450981,1.4142135623730951,0.01,vanilla,0,20,9.533605353996942,9.5260567439553,0.13408514507452124,0.1336941065479999,0.12708731405432847,0.12726566291162852,0.0,0.007548610041641623,0.0003910385265213312,10,8.958977988651235,8.95288755965786
val_images_circle,circle,rot45_padded,False,inpaint,red_gd,wavelet,15.0,fixed3p25,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,0,20,9.529867760543853,9.5260567439553,0.13389171608218042,0.1336941065479999,0.12717558234676168,0.12726566291162852,0.0,0.0038110165885524515,0.00019760953418054283,10,8.955962650242578,8.95288755965786
val_images_circle,circle,rot45_padded,False,inpaint,red_gd,wavelet,15.0,fixed4p1,0.8,3.8461538461538467,1.4142135623730951,0.02,vanilla,0,20,9.549674724702808,9.5260567439553,0.1349164299725375,0.1336941065479999,0.12670882017176816,0.12726566291162852,0.0,0.023617980747506716,0.0012223234245376017,10,8.971931529255299,8.95288755965786
val_images_circle,circle,rot45_padded,False,inpaint,red_gd,wavelet,15.0,fixed4p1,0.8,3.921568627450981,1.4142135623730951,0.01,vanilla,0,20,9.538089468309973,9.5260567439553,0.13431750230657244,0.1336941065479999,0.12698157803942114,0.12726566291162852,0.0,0.012032724354672463,0.0006233957585725667,10,8.962592801160188,8.95288755965786
val_images_circle,circle,rot45_padded,False,inpaint,red_gd,wavelet,15.0,fixed4p1,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,0,20,9.53213061182097,9.5260567439553,0.13400907490893482,0.1336941065479999,0.12712216437921905,0.12726566291162852,0.0,0.0060738678656688805,0.00031496836093493076,10,8.957787214492805,8.95288755965786
val_images_circle,circle,rot45_padded,False,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,vanilla,0,20,9.56127013379415,9.5260567439553,0.13551734015105152,0.1336941065479999,0.1264367915596448,0.12726566291162852,0.0,0.03521338983885096,0.0018232336030516313,10,8.981265332818495,8.95288755965786
val_images_circle,circle,rot45_padded,False,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.921568627450981,1.4142135623730951,0.01,vanilla,0,20,9.543990441814072,9.5260567439553,0.13462334531437387,0.1336941065479999,0.12684266753848925,0.12726566291162852,0.0,0.01793369785877328,0.0009292387663739597,10,8.967346332086173,8.95288755965786
val_images_circle,circle,rot45_padded,False,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,0,20,9.535108081148586,9.5260567439553,0.13416348450462395,0.1336941065479999,0.1270519469722083,0.12726566291162852,0.0,0.009051337193285925,0.0004693779566240744,10,8.960186753376757,8.95288755965786
val_images_circle,circle,upright,False,blur,pnp_hqs,wavelet,15.0,fixed10p0,0.4,0.5,0.0,0.15,vanilla,0,20,23.621526848680105,22.62081142304096,0.7013356688161376,0.6479331527685062,0.004605674394683845,0.005952214598154647,0.09999999999999998,1.0007154256391455,0.053402516047631424,10,23.36706768410545,22.253214193448564
val_images_circle,circle,upright,False,blur,pnp_hqs,wavelet,15.0,fixed10p0,0.8,0.5,0.0,0.15,vanilla,0,20,22.923829846521524,22.62081142304096,0.6550942634160362,0.6479331527685062,0.005488523385093608,0.005952214598154647,0.30000000000000004,0.3030184234805663,0.007161110647530039,10,22.605444810440325,22.253214193448564
val_images_circle,circle,upright,False,blur,pnp_hqs,wavelet,15.0,fixed15p0,0.4,0.5,0.0,0.15,vanilla,0,20,22.24195562609264,22.62081142304096,0.6313302671308658,0.6479331527685062,0.0064054863286561875,0.005952214598154647,0.9,-0.37885579694831717,-0.016602885637640296,10,21.934478913941355,22.253214193448564
val_images_circle,circle,upright,False,blur,pnp_hqs,wavelet,15.0,fixed15p0,0.8,0.5,0.0,0.15,vanilla,0,20,21.851930275028344,22.62081142304096,0.607530101864214,0.6479331527685062,0.00694140102414958,0.005952214598154647,1.0,-0.768881148012617,-0.040403050904292144,10,21.585528644660677,22.253214193448564
