dataset,input_pose,problem,algorithm,denoiser,train_sigma,schedule,rho,step,red_input_sigma,lambda,mode,base_group_size,num_iter,mean_final_psnr,mean_degraded_psnr,mean_final_ssim,mean_degraded_ssim,mean_final_se,mean_degraded_se,fail_rate,mean_gap_psnr,mean_gap_ssim,n,final_psnr_from_mean_se,degraded_psnr_from_mean_se
val_images,rot45_padded,inpaint,pnp_hqs,wavelet,15.0,fixed10p0,0.8,0.5,0.0,0.15,vanilla,0,20,17.419856589282347,9.684471187083723,0.43485422799178863,0.11963152922753628,0.05104294364950947,0.1300656649077238,0.0,7.7353854021986255,0.3152226987642524,10,12.920642877768058,8.858373345616485
val_images,rot45_padded,inpaint,pnp_hqs,wavelet,15.0,fixed15p0,0.4,0.5,0.0,0.15,vanilla,0,20,21.30869952690883,9.684471187083723,0.5281479247983609,0.11963152922753628,0.008949205922969236,0.1300656649077238,0.0,11.624228339825104,0.40851639557082475,10,20.482154986027858,8.858373345616485
val_images,rot45_padded,inpaint,pnp_hqs,wavelet,15.0,fixed15p0,0.8,0.5,0.0,0.15,vanilla,0,20,21.09908410882472,9.684471187083723,0.5105926891681782,0.11963152922753628,0.008997934563353321,0.1300656649077238,0.0,11.414612921740995,0.390961159940642,10,20.45857169525409,8.858373345616485
val_images,rot45_padded,inpaint,pnp_hqs,wavelet,15.0,fixed3p0,0.4,0.5,0.0,0.15,vanilla,0,20,10.107304209381955,9.684471187083723,0.14289344789574696,0.11963152922753628,0.12137316385245933,0.1300656649077238,0.0,0.4228330222982309,0.023261918668210674,10,9.158773270923971,8.858373345616485
val_images,rot45_padded,inpaint,pnp_hqs,wavelet,15.0,fixed3p0,0.8,0.5,0.0,0.15,vanilla,0,20,10.107909491993324,9.684471187083723,0.14298728830179858,0.11963152922753628,0.12136409825752299,0.1300656649077238,0.0,0.4234383049096014,0.023355759074262277,10,9.159097665936391,8.858373345616485
val_images,rot45_padded,inpaint,pnp_hqs,wavelet,15.0,fixed5p0,0.4,0.5,0.0,0.15,vanilla,0,20,10.963362078658626,9.684471187083723,0.19946891474272804,0.11963152922753628,0.10641450295271607,0.1300656649077238,0.0,1.2788908915749038,0.07983738551519176,10,9.729991791546,8.858373345616485
val_images,rot45_padded,inpaint,pnp_hqs,wavelet,15.0,fixed5p0,0.8,0.5,0.0,0.15,vanilla,0,20,10.969128266129747,9.684471187083723,0.19987330942581466,0.11963152922753628,0.1063477369132021,0.1300656649077238,0.0,1.2846570790460237,0.08024178019827838,10,9.732717474779033,8.858373345616485
val_images,rot45_padded,inpaint,pnp_hqs,wavelet,15.0,fixed7p5,0.4,0.5,0.0,0.15,vanilla,0,20,13.502152885439347,9.684471187083723,0.3357084234652355,0.11963152922753628,0.07869748540850123,0.1300656649077238,0.0,3.817681698355622,0.2160768942376992,10,11.040391442693887,8.858373345616485
val_images,rot45_padded,inpaint,pnp_hqs,wavelet,15.0,fixed7p5,0.8,0.5,0.0,0.15,vanilla,0,20,13.700426886683005,9.684471187083723,0.33666834910072235,0.11963152922753628,0.0780204170743058,0.1300656649077238,0.0,4.015955699599281,0.21703681987318607,10,11.077917324068805,8.858373345616485
val_images,rot45_padded,inpaint,pnp_hqs,wavelet,15.0,linear10p0_to_2p0,0.4,0.5,0.0,0.15,vanilla,0,20,12.210050677477824,9.684471187083723,0.28174686950857575,0.11963152922753628,0.0903401390089523,0.1300656649077238,0.0,2.525579490394101,0.16211534028103944,10,10.441192455127863,8.858373345616485
